unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W126,392,379,13,True,No,1,0,True,mul,"[13, 26, 52, 4, 9, 39, 22, 48, 35, 17, 30, 5]","[13, 26, 52, 4, 9, 39, 22, 48, 35, 17, 30, 5]",[13],13,"[52, 9, 39, 22, 48, 35, 17, 30]",[52],52,1.854
W128,2296,2283,13,True,No,1,0,True,mul,"[39, 48, 17, 4, 26, 13, 52, 43, 22, 9]","[39, 48, 17, 4, 26, 13, 52, 43, 22, 9]",[39],39,"[39, 48, 17, 52, 43, 22, 9]",[39],39,2.1124
W129,392,379,13,True,No,2,0,True,add,"[13, 4, 9, 44, 35, 31, 57]","[13, 4, 9, 44, 35, 31, 57]",[13],13,"[13, 44, 9, 35, 31, 57]",[13],13,2.0156
W13,734,721,13,True,No,1,0,True,mul,"[13, 52, 26, 4, 39, 31, 21, 25, 57, 53, 27, 9, 5]","[13, 52, 26, 4, 39, 31, 21, 25, 57, 53, 27, 9, 5]",[13],13,"[52, 39, 31, 21, 25, 57, 53, 27]",[52],52,1.9588
W127,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 2, 13, 39, 48, 50, 4, 9, 11, 35, 22, 37, 24, 46, 28, 41, 44, 15, 17, 54]","[52, 26, 2, 13, 39, 48, 50, 4, 9, 11, 35, 22, 37, 24, 46, 28, 41, 44, 15, 17, 54]",[52],52,"[52, 54, 39, 48, 50, 44, 35, 37, 46, 28, 41, 15, 17]",[52],52,2.3138
W131,657,644,13,True,No,2,0,True,add,"[22, 13, 4, 30, 35, 9, 26, 39, 48, 17, 52, 5, 8, 43, 57, 18, 44]","[22, 13, 4, 30, 35, 9, 26, 39, 48, 17, 52, 5, 8, 43, 57, 18, 44]",[22],22,"[44, 52, 30, 35, 18, 39, 48, 17, 43, 57]",[44],44,2.0894
W130,2296,2283,13,True,No,2,0,True,mul,"[26, 35, 9, 11, 4, 31, 13, 37, 46, 44, 42]","[26, 35, 9, 11, 4, 31, 13, 37, 46, 44, 42]",[26],26,"[26, 35, 9, 44, 31, 37, 46, 42]",[26],26,2.1443
W132,2296,2283,13,True,No,2,0,True,mul,"[26, 52, 9, 17, 48, 13, 39, 4, 30, 22, 35, 56]","[26, 52, 9, 17, 48, 13, 39, 4, 30, 22, 35, 56]",[26],26,"[52, 9, 17, 48, 39, 56, 30, 22, 35]",[52],52,2.2769
W133,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 48, 13, 22, 4, 39, 2, 35, 9, 24, 50, 30, 28, 17, 44, 15, 57, 37]","[52, 26, 48, 13, 22, 4, 39, 2, 35, 9, 24, 50, 30, 28, 17, 44, 15, 57, 37]",[52],52,"[52, 48, 44, 39, 35, 9, 50, 30, 28, 17, 57, 37]",[52],52,2.2859
W135,392,379,13,True,No,1,0,True,add,"[3, 17, 11]","[3, 17, 11]",[3],3,"[3, 17, 11]",[3],3,1.8171
W136,392,379,13,True,No,2,0,True,mul,[23],[23],[23],23,[23],[23],23,1.9139
W137,1657,1644,13,True,No,2,0,True,mul,"[52, 2, 39, 26, 13, 48, 4, 22, 50, 41, 35, 28, 17, 6, 24, 44, 11, 37]","[52, 2, 39, 26, 13, 48, 4, 22, 50, 41, 35, 28, 17, 6, 24, 44, 11, 37]",[52],52,"[52, 39, 48, 44, 50, 41, 35, 28, 17, 37]",[52],52,1.9398
W134,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 48, 13, 22, 4, 39, 35, 9, 2, 24, 30, 17, 50, 28, 44, 57, 15]","[52, 26, 48, 13, 22, 4, 39, 35, 9, 2, 24, 30, 17, 50, 28, 44, 57, 15]",[52],52,"[52, 48, 44, 39, 35, 9, 30, 17, 50, 28, 57]",[52],52,2.1054
W138,1057,1044,13,True,No,1,0,True,mul,"[26, 4, 13, 8, 18, 53]","[26, 4, 13, 8, 18, 53]",[26],26,"[26, 8, 18, 53]",[26],26,1.9657
W139,1057,1044,13,True,No,1,0,True,mul,"[13, 18, 39, 4, 35, 22, 26, 52]","[13, 18, 39, 4, 35, 22, 26, 52]",[13],13,"[52, 18, 39, 35, 22]",[52],52,2.1383
W14,734,721,13,True,No,1,0,True,mul,"[13, 39, 52, 26, 48, 22, 35, 9, 17, 31, 4]","[13, 39, 52, 26, 48, 22, 35, 9, 17, 31, 4]",[13],13,"[52, 39, 48, 22, 35, 9, 17, 31]",[52],52,2.0575
W140,1657,1644,13,True,No,1,0,True,mul,"[13, 52, 18, 26, 4, 22, 39, 35, 48, 30, 31, 57, 44, 17, 14]","[13, 52, 18, 26, 4, 22, 39, 35, 48, 30, 31, 57, 44, 17, 14]",[13],13,"[52, 18, 44, 39, 35, 48, 30, 31, 57, 17, 14]",[52],52,2.1044
W141,1657,1644,13,True,No,1,0,True,mul,"[52, 26, 13, 22, 48, 9, 39, 35, 4, 24, 30, 28, 43, 17]","[52, 26, 13, 22, 48, 9, 39, 35, 4, 24, 30, 28, 43, 17]",[52],52,"[52, 22, 48, 9, 39, 35, 30, 28, 43, 17]",[52],52,2.0884
W142,862,849,13,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9009
W143,1057,1044,13,True,No,1,0,True,mul,"[4, 13, 22, 9, 26, 35, 30, 39, 48, 17, 52, 5, 57, 43, 8, 18, 31, 44, 56, 21, 27]","[4, 13, 22, 9, 26, 35, 30, 39, 48, 17, 52, 5, 57, 43, 8, 18, 31, 44, 56, 21, 27]",[4],4,"[56, 52, 44, 27, 35, 30, 39, 48, 17, 57, 43, 18, 31, 21]",[56],56,1.9707
W144,953,940,13,True,No,1,0,True,mul,"[39, 37, 2, 45, 44]","[39, 37, 2, 45, 44]",[39],39,"[39, 37, 44, 45]",[39],39,2.0774
W145,953,940,13,True,No,1,0,True,add,"[2, 39, 8, 44, 37, 6]","[2, 39, 8, 44, 37, 6]",[2],2,"[44, 39, 8, 37, 6]",[44],44,1.9578
W146,1657,1644,13,True,No,2,0,True,mul,"[52, 26, 13, 48, 39, 22, 4, 35, 9, 17, 30, 2, 44, 57, 24, 43]","[52, 26, 13, 48, 39, 22, 4, 35, 9, 17, 30, 2, 44, 57, 24, 43]",[52],52,"[52, 48, 39, 44, 35, 9, 17, 30, 57, 43]",[52],52,2.1124
W147,1657,1644,13,True,No,1,0,True,mul,"[13, 26, 52, 22, 48, 39, 4, 35, 17, 9, 30, 18, 57, 44, 8, 43, 56, 31]","[13, 26, 52, 22, 48, 39, 4, 35, 17, 9, 30, 18, 57, 44, 8, 43, 56, 31]",[13],13,"[52, 44, 48, 39, 56, 35, 17, 18, 30, 57, 43, 31]",[52],52,2.0465
W148,1657,1644,13,True,No,1,0,True,mul,"[13, 26, 52, 22, 48, 39, 35, 4, 17, 9, 30, 18, 57, 43, 8, 44, 31, 56]","[13, 26, 52, 22, 48, 39, 35, 4, 17, 9, 30, 18, 57, 43, 8, 44, 31, 56]",[13],13,"[52, 44, 48, 39, 35, 56, 17, 18, 30, 57, 43, 31]",[52],52,2.1183
W149,1657,1644,13,True,No,1,0,True,add,"[4, 48, 26, 13, 2, 52, 30, 22, 9, 39, 35, 8, 17, 44, 57, 47]","[4, 48, 26, 13, 2, 52, 30, 22, 9, 39, 35, 8, 17, 44, 57, 47]",[4],4,"[52, 48, 30, 44, 9, 39, 35, 17, 57, 47]",[52],52,2.0784
W15,734,721,13,True,No,1,0,True,mul,"[39, 13, 26, 52, 48, 4, 35]","[39, 13, 26, 52, 48, 4, 35]",[39],39,"[39, 52, 48, 35]",[39],39,2.1572
